STEP-0; EVENT position; UNIT ROVER-b8d86221-58cc-460c-9886-3fee6e69aa5d; POSITION [12,12]
STEP-35; EVENT position; UNIT ROVER-ec928ed5-6f01-4879-9a25-36b8c3dc2d4f; POSITION [12,23]
STEP-36; EVENT position; UNIT ROVER-ec928ed5-6f01-4879-9a25-36b8c3dc2d4f; POSITION [11,22]
EVENT outcome; OUTCOME NOT_COLONIZABLE_RESOURCES
STEP-0; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [12,12]
STEP-1; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [11,11]
STEP-2; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [12,12]
STEP-3; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [11,11]
STEP-4; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [12,12]
STEP-5; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [11,12]
STEP-6; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [10,13]
STEP-7; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [9,13]
STEP-8; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [9,14]
STEP-9; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [10,15]
STEP-10; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [9,14]
STEP-11; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [10,15]
STEP-12; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [9,14]
STEP-13; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [8,15]
STEP-14; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [9,14]
STEP-15; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [8,15]
STEP-16; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [9,14]
STEP-17; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [8,14]
STEP-18; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [7,15]
STEP-19; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [7,16]
STEP-20; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [6,16]
STEP-21; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [6,17]
STEP-22; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [5,17]
STEP-23; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [4,16]
STEP-24; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [3,15]
STEP-25; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [4,15]
STEP-26; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [4,16]
STEP-27; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [3,15]
STEP-28; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [3,16]
STEP-29; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [2,17]
STEP-30; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [3,18]
STEP-31; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [4,19]
STEP-32; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [3,19]
STEP-33; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [3,20]
STEP-34; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [2,19]
STEP-35; EVENT position; UNIT ROVER-42bd5fd0-e490-4e8a-89b1-c6c27012d053; POSITION [3,20]
EVENT outcome; OUTCOME NOT_COLONIZABLE_RESOURCES
STEP-0; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [12,12]
STEP-1; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [11,12]
STEP-2; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [10,13]
STEP-3; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [9,14]
STEP-4; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [8,13]
STEP-5; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [7,13]
STEP-6; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [8,14]
STEP-7; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [7,15]
STEP-8; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [6,15]
STEP-9; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [7,16]
STEP-10; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [6,17]
STEP-11; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [7,16]
STEP-12; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [6,16]
STEP-13; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [5,16]
STEP-14; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [6,17]
STEP-15; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [5,18]
STEP-16; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [6,18]
STEP-17; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [5,17]
STEP-18; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [4,18]
STEP-19; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [4,19]
STEP-20; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [4,20]
STEP-21; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [3,20]
STEP-22; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [4,21]
STEP-23; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [3,20]
STEP-24; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [4,21]
STEP-25; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [4,22]
STEP-26; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [3,22]
STEP-27; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [2,22]
STEP-28; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [2,23]
STEP-29; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [3,23]
STEP-30; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [2,22]
STEP-31; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [3,23]
STEP-32; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [2,22]
STEP-33; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [1,22]
STEP-34; EVENT position; UNIT ROVER-a077c1fb-17bf-4a9d-8727-6194d0c15fd2; POSITION [1,23]
EVENT outcome; OUTCOME NOT_COLONIZABLE_RESOURCES
STEP-0; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [12,12]
STEP-1; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [12,11]
STEP-2; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [13,12]
STEP-3; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [12,13]
STEP-4; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [13,13]
STEP-5; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [14,14]
STEP-6; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [14,15]
STEP-7; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [15,14]
STEP-8; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [14,14]
STEP-9; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [13,13]
STEP-10; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [12,12]
STEP-11; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [11,11]
STEP-12; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [12,11]
STEP-13; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [11,10]
STEP-14; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [10,11]
STEP-15; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [9,11]
STEP-16; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [10,10]
STEP-17; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [9,10]
STEP-18; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [9,11]
STEP-19; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [10,12]
STEP-20; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [11,13]
STEP-21; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [12,14]
STEP-22; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [11,14]
STEP-23; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [10,14]
STEP-24; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [9,13]
STEP-25; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [10,13]
STEP-26; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [9,13]
STEP-27; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [8,12]
STEP-28; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [7,11]
STEP-29; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [6,12]
STEP-30; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [5,12]
STEP-31; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [4,13]
STEP-32; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [4,14]
STEP-33; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [5,14]
STEP-34; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [4,15]
STEP-35; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [5,15]
STEP-36; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [4,15]
STEP-37; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [3,15]
STEP-38; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [4,16]
STEP-39; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [5,17]
STEP-40; EVENT position; UNIT ROVER-5eaa13e5-ae16-4e18-b3c0-194b2516bb70; POSITION [5,18]
EVENT outcome; OUTCOME NOT_COLONIZABLE_RESOURCES
STEP-0; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [12,12]
STEP-1; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [12,13]
STEP-2; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [11,12]
STEP-3; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [10,11]
STEP-4; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [10,12]
STEP-5; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [9,12]
STEP-6; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [8,11]
STEP-7; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [7,10]
STEP-8; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [8,10]
STEP-9; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [7,9]
STEP-10; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [7,10]
STEP-11; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [8,11]
STEP-12; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [7,12]
STEP-13; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [8,12]
STEP-14; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [8,13]
STEP-15; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [8,14]
STEP-16; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [9,13]
STEP-17; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [8,12]
STEP-18; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [7,12]
STEP-19; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [8,13]
STEP-20; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [7,14]
STEP-21; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [6,15]
STEP-22; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [7,15]
STEP-23; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [6,15]
STEP-24; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [6,16]
STEP-25; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [5,15]
STEP-26; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [6,16]
STEP-27; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [6,17]
STEP-28; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [5,16]
STEP-29; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [5,17]
STEP-30; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [4,17]
STEP-31; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [4,18]
STEP-32; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [5,18]
STEP-33; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [4,17]
STEP-34; EVENT position; UNIT ROVER-d9314319-9aa7-4696-a173-b171d631ec85; POSITION [3,17]
EVENT outcome; OUTCOME NOT_COLONIZABLE_RESOURCES
STEP-0; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [12,12]
STEP-1; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [11,13]
STEP-2; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [12,12]
STEP-3; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [13,13]
STEP-4; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [14,13]
STEP-5; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [15,14]
STEP-6; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [14,15]
STEP-7; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [15,16]
STEP-8; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [14,16]
STEP-9; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [15,16]
STEP-10; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [15,17]
STEP-11; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [14,17]
STEP-12; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [13,17]
STEP-13; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [12,18]
STEP-14; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [13,19]
STEP-15; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [12,18]
STEP-16; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [13,19]
STEP-17; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [12,20]
STEP-18; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [13,19]
STEP-19; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [12,18]
STEP-20; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [13,18]
STEP-21; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [12,17]
STEP-22; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [12,18]
STEP-23; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [11,19]
STEP-24; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [10,19]
STEP-25; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [11,20]
STEP-26; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [10,21]
STEP-27; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [11,20]
STEP-28; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [10,20]
STEP-29; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [9,21]
STEP-30; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [8,22]
STEP-31; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [9,21]
STEP-32; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [8,21]
STEP-33; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [9,22]
STEP-34; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [9,23]
STEP-35; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [8,23]
STEP-36; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [7,23]
STEP-37; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [8,23]
STEP-38; EVENT position; UNIT ROVER-1578e3c6-3177-4a71-8dc3-eb8ddd057933; POSITION [7,22]
EVENT outcome; OUTCOME NOT_COLONIZABLE_RESOURCES
STEP-0; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [12,12]
STEP-1; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [12,13]
STEP-2; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [13,13]
STEP-3; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [12,13]
STEP-4; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [13,14]
STEP-5; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [13,15]
STEP-6; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [14,15]
STEP-7; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [14,16]
STEP-8; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [14,17]
STEP-9; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [15,18]
STEP-10; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [14,18]
STEP-11; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [15,18]
STEP-12; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [16,18]
STEP-13; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [17,17]
STEP-14; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [18,16]
STEP-15; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [19,15]
STEP-16; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [19,16]
STEP-17; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [18,15]
STEP-18; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [19,16]
STEP-19; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [18,15]
STEP-20; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [18,16]
STEP-21; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [18,17]
STEP-22; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [17,17]
STEP-23; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [16,16]
STEP-24; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [17,16]
STEP-25; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [16,16]
STEP-26; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [15,17]
STEP-27; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [14,17]
STEP-28; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [14,18]
STEP-29; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [13,17]
STEP-30; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [13,18]
STEP-31; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [12,19]
STEP-32; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [11,18]
STEP-33; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [12,18]
STEP-34; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [11,18]
STEP-35; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [10,19]
STEP-36; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [11,18]
STEP-37; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [10,18]
STEP-38; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [10,19]
STEP-39; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [9,20]
STEP-40; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [8,21]
STEP-41; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [9,20]
STEP-42; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [9,21]
STEP-43; EVENT position; UNIT ROVER-f9f9b4d2-ccbc-4354-8ec4-1a36acc91025; POSITION [9,22]
